accession_number,isXBRL,cost_of_goods_sold,operating_expenses,operating_income,earnings_per_share_basic,earnings_per_share_diluted,pretax_income,net_income,income_taxes,interest_expense,revenue,sga_expenses,accounts_payable,accounts_receivable,current_liabilities,noncurrent_liabilities,property_plant_and_equipment_net,assets,noncurrent_assets,current_assets,short_term_investments,long_term_debt,cash_and_cash_equivalents,liabilities,inventory,cash_end_of_period,depreciation_and_amortization,net_cash_from_financing_activities,net_cash_from_operating_activities,net_cash_from_investing_activities,capital_expenditures,stockholders_equity,goodwill,gross_profit,accumulated_other_comprehensive_income
0000002178-20-000013,1,,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,NonoperatingIncomeExpense,InterestExpense,Revenues,GeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,EnergyMarketingContractsAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,EnergyRelatedInventory,OtherOperatingActivitiesCashFlowStatement,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,OtherOperatingActivitiesCashFlowStatement,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,,,
0001193125-11-040392,1,CostOfGoodsSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtAndCapitalLeaseObligations,CashCashEquivalentsAndMarketableSecurities,StockholdersEquity,InventoryNet,NetCashProvidedByUsedInOperatingActivities,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001193125-12-075837,1,CostOfGoodsSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesCurrent,OtherLiabilitiesCurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtAndCapitalLeaseObligations,CashCashEquivalentsAndMarketableSecurities,StockholdersEquity,InventoryNet,OtherNoncashIncomeExpense,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001193125-13-069422,1,CostOfGoodsSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesCurrent,OtherLiabilitiesCurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtAndCapitalLeaseObligations,CashCashEquivalentsAndShortTermInvestments,StockholdersEquity,InventoryNet,RelatedPartyNoncashTransaction,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001193125-14-057240,1,CostOfGoodsSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtAndCapitalLeaseObligations,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,RelatedPartyNoncashTransaction,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001193125-15-054362,1,CostOfGoodsSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtAndCapitalLeaseObligations,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,RestructuringandOtherSpecialChargesNetNoncash,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000002488-16-000111,1,CostOfGoodsSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtAndCapitalLeaseObligations,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,RestructuringandOtherSpecialChargesNetNoncash,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000002488-17-000043,1,CostOfGoodsSold,,OtherOperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,RestructuringandOtherSpecialChargesNetNoncash,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000002488-18-000042,1,CostOfGoodsSold,,OtherOperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,RestructuringandOtherSpecialChargesNetNoncash,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000002488-19-000011,1,CostOfGoodsAndServicesSold,,OtherOperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,OtherNoncashIncomeExpense,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000002488-20-000008,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,DebtCurrent,AccountsReceivableNetCurrent,OtherLiabilitiesCurrent,OtherLiabilitiesCurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,MarketableSecuritiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,OtherNoncashIncomeExpense,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001628280-21-001185,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesCurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,OtherNoncashIncomeExpense,OtherDepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001122304-10-000024,1,,TotalBenefitsAndExpenses,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,NetInvestmentIncome,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,ShortTermHealthCareCostsPayable,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-11-000032,1,,TotalBenefitsAndExpenses,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,NetInvestmentIncome,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,ShortTermHealthCareCostsPayable,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-12-000045,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,NetInvestmentIncome,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,ShortTermHealthCareCostsPayable,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-13-000037,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,NetInvestmentIncome,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-14-000037,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,ShortTermHealthCareCostsPayable,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-15-000038,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,ShortTermHealthCareCostsPayable,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-16-000201,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,ShortTermHealthCareCostsPayable,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-17-000014,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001122304-18-000027,1,,SellingExpense,OperatingExpenses,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,IncomeTaxExpenseBenefit,InterestExpense,Revenues,SellingExpense,,,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,ShortTermInvestments,LongTermUnpaidClaims,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0000950123-09-066095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001193125-10-266784,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherReceivablesAndCurrentAssets,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-11-319887,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherReceivablesAndCurrentAssets,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,EffectOnAccumulatedOtherComprehensiveIncomeLossDueToChangeInMeasurementDateTax
0001193125-12-476878,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherReceivablesAndCurrentAssets,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-13-453925,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherReceivablesAndCurrentAssets,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-14-423115,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-15-386399,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
0001193125-16-773346,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherIncomeExpenseNet,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,OtherLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,,
